customer_id,rate,amount,purpose,period,cus_age,gender,education_level,marital_status,has_children,living_situation,total_experience,income,job_sector,DTI,APR,ccr_tot_mounth_amt,ccr_payed_loan_tot_amt,ccr_act_loan_tot_rest_amt,loan_status
2600,17.5899924357219,3999.899845576744,Personal,27,26,Female,Educated,Married,No,Independent,180,208.22173601016735,Public,20.416498415471665,19.66741602171949,69.70141995238885,14829.265952348063,870.5966667340492,0
7201,17.260503237508466,2584.929933732468,Maintenance,21,41,Male,Educated,Married,Yes,Independent,102,924.115128940338,Public,16.351146446875646,21.69293760457488,40.64673506107155,5393.396949478421,0.0,0
6855,26.33593780421074,,Personal,30,31,Female,Educated,Married,No,Independent,0,647.5478545951486,Private,37.285725254023184,23.07407362185096,54.49419007295664,4600.164593094451,1391.0370886058809,1
10845,18.93395895975898,4416.0682829291945,Maintenance,17,40,Male,Unknown/Other,Single,Yes,Independent,195,938.484085854106,Private,32.48231178417706,18.0091831650224,31.57280426889158,8058.91705556206,2008.39578565146,0
15753,19.464502254909647,3611.036556088741,Maintenance,38,45,Female,Educated,Single,Yes,Independent,145,488.9081956022374,Private,24.104596928457664,20.33638832720968,0.0,7606.46707509828,2897.994398590227,0
2789,23.34886144733825,2259.601771495251,Personal,36,43,Female,Educated,Single,No,Dependent,0,73.0,Public,30.873188629937104,23.24946634391392,96.9550022836922,15554.360519204372,960.7040095075442,1
15892,20.248625747869376,3226.669626726317,Maintenance,17,45,Female,Unknown/Other,Married,No,Independent,82,574.5261500435398,Private,28.238211114370817,18.90171640750197,71.16473746338917,9749.59075300747,0.0,0
12587,17.353589487210538,4337.19897138032,Personal,26,46,Female,Educated,,Yes,Independent,197,656.9185006520393,Private,28.396111206036228,23.14939284628236,27.92307420941254,0.0,0.0,0
10792,29.604294928036264,,Maintenance,12,28,Male,Unknown/Other,Single,Yes,Dependent,181,625.6471635028319,Private,24.3718606669588,30.974902111440425,25.78284321368625,6504.997559532707,1466.8168117798327,1
1147,18.390175202620117,4875.019376541575,Personal,6,28,Female,Educated,Married,No,Dependent,132,308.05243256552603,Public,34.541125000173146,19.20362619117418,60.951450366355786,0.0,349.34553256678146,0
13584,19.122061341972294,2174.8854031558058,Personal,33,26,Male,Educated,Married,No,Independent,25,507.0148547839465,Public,24.79171531864126,19.324583205084014,54.84382287083356,0.0,793.3436501200699,0
3319,29.312045006957412,2566.569261995195,Maintenance,24,18,Male,Educated,Single,Yes,Independent,186,486.6497420939823,Public,26.762361172142292,29.423838920029997,1.5980294575833085,11255.89353401087,1712.932670515941,1
8024,23.097043108814425,4823.002960352676,Personal,28,27,Female,Educated,Single,Yes,Independent,132,649.9197264592194,Public,24.550153705964863,21.921331167434744,24.40145637071152,6485.987231828736,2530.1467162578047,0
5712,23.327332743175518,,Personal,36,46,Female,Educated,Married,Yes,Independent,0,622.2957203707837,Public,42.51512444358706,23.257241122302904,0.0,2919.888234467685,1414.674298477819,1
5213,22.483361544439383,1491.436002372208,Maintenance,24,42,Male,Unknown/Other,Single,Yes,Independent,0,670.0024224216547,Private,27.06565967779118,21.05160631009816,21.905895244664013,4400.525846076027,0.0,0
1924,17.159548981413817,2044.426165087249,Maintenance,21,44,Male,Unknown/Other,Married,No,Independent,142,923.0469237358748,Private,28.914002470791512,20.11150243790223,46.61563364446173,11732.546369853637,679.498466096895,0
8863,16.887265746538585,5151.923604458329,Maintenance,19,44,Female,Educated,Single,Yes,Independent,119,347.20907240178,Private,38.50187515365856,21.61773970153627,65.21964755280754,0.0,2225.531539444897,0
9843,25.16224378140103,5267.673771994865,Personal,21,51,Female,Educated,Married,No,Dependent,137,357.1920173646753,Private,34.2894967542419,27.674580060951094,5.02674192753701,405.3010966224738,29.088541309093102,1
7947,29.19489807198261,531.6387176865715,Personal,26,32,Male,Unknown/Other,Married,Yes,Independent,81,794.3266365641093,Public,34.754818024205555,25.73839521405604,0.0,0.0,1503.336626146145,1
5519,22.237637500038005,3347.1178329623217,Maintenance,24,49,Female,Educated,Married,No,Dependent,189,720.7055704135095,Public,30.090475210314864,21.507824279630277,70.65483308724646,0.0,17.03195074907444,0
2104,19.678130165210533,2996.039624251853,Maintenance,22,52,Male,Unknown/Other,Single,No,Independent,0,1183.6460302110872,Private,39.32200229378279,22.577636803331675,0.0,0.0,463.5887434942854,1
345,20.548116248446927,,Personal,28,39,Male,Educated,Married,Yes,Dependent,248,958.8232241448202,Public,21.816452176865127,22.123829665873643,38.65078486406662,6724.011020417296,429.3156023976726,0
76,20.979712220009898,300.0,Maintenance,19,22,Male,Unknown/Other,Single,Yes,Independent,150,300.93574615911183,Public,26.183591010202687,21.22389490826288,11.25171326971983,7561.99996925905,1911.0482701824003,0
332,23.05329925320826,1930.8678572564215,Personal,19,50,Male,Educated,Married,No,Independent,0,557.5967860795108,Public,21.58735949294421,21.12543091765682,89.388251267685,5131.431843188619,1934.2262256968,0
5802,21.237019257956096,2156.6749891507707,Maintenance,32,53,Female,Unknown/Other,Married,No,Dependent,142,474.90930699560704,Public,20.114186440826167,19.5110167583405,131.89556949689958,9546.78467998892,159.88795343712007,0
444,25.250018104099947,3914.588625430637,Personal,27,39,Female,Educated,Married,Yes,Independent,53,276.104110672136,Private,31.02103260091588,30.380633116558958,83.96439079661371,0.0,88.01839981914725,1
2258,17.774155060526645,,Maintenance,24,32,Female,Unknown/Other,Married,Yes,Independent,169,396.0716567959648,Private,36.13206844524842,22.46496415659921,18.802603614979915,10382.612895339033,59.73668541812447,0
153,20.52673485090648,3015.4360575213723,Maintenance,19,39,Male,Unknown/Other,Single,No,Independent,0,110.99113638658332,Public,36.58075150396826,22.42480811927412,0.0,10074.07985786758,2111.70409297022,0
2648,23.754819600988814,4378.784466116143,Personal,32,43,Male,Unknown/Other,Single,No,Independent,0,1057.417340659894,Private,43.69861868254719,19.33640034756117,187.14794095697067,4546.245881241701,331.3798209480826,1
1153,15.9241244228676,1131.502813258385,Personal,27,37,Female,Unknown/Other,Single,No,Dependent,308,1100.742084400803,,31.39622775770352,19.13339290645388,0.0,0.0,0.0,0
5061,19.48622897355855,2786.196454774258,Maintenance,27,36,Male,Educated,,Yes,Dependent,127,1372.5056695160465,Public,32.26867232975184,21.652768361369823,6.905884940192394,1462.6867002930298,527.8961224304204,0
1517,16.286464586557827,3833.0439843537774,Personal,23,22,Female,Educated,Single,No,Independent,205,586.4412032262368,Public,33.137985353344035,22.257597912641383,38.1623023496306,7009.2519414813805,447.64705376896825,0
3815,17.632405782515473,3860.625349087275,Maintenance,33,42,Female,Unknown/Other,Married,Yes,Independent,82,1049.054079689416,Public,26.801207622871537,19.80515229857233,7.847595531422492,9794.246857174336,1724.9975529453243,0
2670,18.553782890446936,6547.497381890978,Maintenance,16,48,Male,Educated,Married,Yes,Independent,246,909.2433381598448,Private,23.569149859548627,25.239414283614508,46.98301402051622,12519.858002457851,1861.220167236032,0
13487,18.09023712012505,5558.183561608437,Maintenance,18,18,Male,Unknown/Other,Single,No,Independent,198,73.0,Public,38.57481002299916,20.01569961997716,98.0746818571086,8079.624953458664,1173.47375339548,0
2199,23.906361641203944,2109.294739991288,Maintenance,31,45,Female,Unknown/Other,Married,No,Dependent,83,511.4958699538458,Private,42.19459902928725,22.199774626903103,0.0,0.0,2236.9225660806133,1
8508,20.90138998985446,,Maintenance,19,40,Male,Educated,Married,No,Independent,120,466.5908847939213,Public,24.3779654161743,17.87391710559095,14.642080242364738,2139.7997014200123,0.0,0
7417,21.516115302272603,4530.695343233111,Maintenance,21,25,Female,Educated,Married,No,Independent,0,473.6591949696316,Private,29.216609355166995,22.12362175530845,0.0,0.0,0.0,1
222,17.839838187241643,3970.3123387692585,Maintenance,29,41,Male,Unknown/Other,Married,No,Dependent,71,821.480313614159,Public,27.372351065724885,17.020278943819502,79.51502250592162,3961.861608590303,361.0454273803531,0
4063,16.427612700426895,3823.683390692461,Maintenance,23,38,Female,Unknown/Other,Married,Yes,Independent,212,661.7945315827479,Private,23.76838047090285,20.84731174488565,31.97713496033421,681.9357156659967,602.7856086756655,0
7392,21.017779243663,,Personal,36,22,Female,Educated,Single,No,Dependent,46,398.8697713737331,Public,31.423776791660572,20.4661503402624,0.0,1266.423574587118,0.0,0
2225,19.10370357734172,300.0,Personal,33,57,Female,Unknown/Other,Married,No,Independent,0,621.359925092791,Public,40.15678109096223,30.678501190463397,73.19226616139152,0.0,508.5149114150282,1
11385,25.28916798590201,1594.4948081346215,Personal,34,26,Male,Educated,Married,No,Independent,196,244.50357116171176,Public,38.47384357401159,28.359740005480347,141.7820706361871,0.0,551.7030102717072,1
10797,18.59332714538809,4467.7889428520375,Personal,11,30,Female,Unknown/Other,,No,Dependent,233,304.1530040544956,Public,27.59364296719838,19.1846566664892,35.4954196715458,3913.61259901861,1665.5925192737202,0
13054,22.931691887852452,3579.949512749746,Personal,23,47,Female,Unknown/Other,Married,No,Dependent,132,190.80391663610845,Public,49.62611834717703,26.53986995773088,0.0,1862.015536401459,0.0,1
10385,22.30538272228277,1954.341245804888,Personal,28,18,Female,Educated,,Yes,Independent,39,662.3724040229374,Public,34.9653287300374,22.9704468926882,33.69244512606179,0.0,0.0,0
13200,27.507784321640884,1622.4901488553946,Personal,34,34,Female,Unknown/Other,Married,Yes,Dependent,6,374.1608638566804,Private,43.14042519592,24.083363163539595,0.0,1.6981571306587284,1682.0149304081365,1
2252,20.39764246849001,611.224058625367,Personal,17,39,Male,Educated,Married,No,Independent,80,73.0,Private,28.39298916398785,21.635657492026777,0.0,15265.304597969023,1649.4643552032232,0
14251,18.92474407199019,2719.343306718976,Personal,4,26,Male,Unknown/Other,,Yes,Independent,178,298.24417085813565,Private,28.49720767337873,21.383540691833076,67.4781849952272,16797.184959893308,0.0,0
130,20.11424340227987,2019.198205951044,Maintenance,36,46,Male,Educated,Married,No,Independent,196,1045.3804274104057,Public,25.651794880902425,22.161696022139243,25.64379986795346,10736.884991165767,507.7662764089576,0
7295,29.04190662700996,1498.5841990655897,Maintenance,25,36,Male,Educated,Married,Yes,Independent,125,770.715965884872,,41.19261985070351,20.83353440114543,62.4813753177252,1746.6161829863588,0.0,1
14416,21.598739158481024,2476.237095717662,Personal,18,41,Female,Unknown/Other,,Yes,Dependent,182,411.74770399149526,Private,30.81896132075008,20.861210428848988,12.674252660972623,4431.6066130029,1037.8295287384333,0
15287,22.369013438772264,3024.2966022455907,Personal,22,37,Female,Educated,Married,Yes,Dependent,0,370.40242598605096,,40.71840225027449,23.462046863838037,82.7395620330883,5091.534401825158,155.27083613456182,1
10558,19.110042300569585,2252.012459602912,Maintenance,16,40,Female,Unknown/Other,Single,Yes,Dependent,132,925.5575379610704,Public,25.786387378499413,22.37261446845404,22.01280408109113,2225.89627510261,2062.726956262733,0
6226,20.148323666192447,1801.522172099364,Personal,27,34,Male,Educated,Married,Yes,Independent,0,191.11248858189668,Private,28.550792745100114,21.204853788521277,20.310398981881026,5506.799085729339,0.0,0
16575,21.203753749813533,3031.0756384426013,Personal,12,44,Female,Unknown/Other,Single,Yes,Independent,262,364.4481034330631,Public,30.068374566063085,19.12118941349552,81.0300955266614,88.89034133247242,0.0,0
10546,23.913300075773257,3605.1107060685617,Personal,11,66,Female,Educated,Married,Yes,Dependent,143,609.6534659217721,Public,28.58635052297904,20.73817846607219,88.8441519532931,0.0,557.8368223214568,0
8698,19.634218618447875,4473.0649482002655,Personal,18,39,Female,Unknown/Other,Single,No,Independent,162,727.6967900294404,Private,33.24045005736044,21.84033325632872,0.0,10425.352272624325,244.65851337607316,0
13056,24.37441732612956,2187.613105416604,Personal,16,45,Male,Unknown/Other,Single,Yes,Dependent,199,506.990491220963,Public,45.708014956781696,27.88838435432513,136.95833244469162,12911.622128924302,2206.560296406434,1
7318,14.746729239513323,4661.903367149082,Maintenance,19,27,Male,Unknown/Other,,No,Independent,71,713.5593654670618,Private,29.710715129139317,19.28284306048248,60.88455095553243,0.0,1161.0180070894585,0
4831,19.71852031412346,753.5456030234277,Maintenance,28,23,Male,Educated,Single,No,Dependent,117,627.3909824328911,Private,22.407471929724405,21.19562573313263,67.74269383205738,15416.723551128094,87.69315590606618,0
9237,19.696994708754872,1978.3372569674295,Maintenance,23,37,Male,Educated,Married,Yes,Independent,142,360.4219847379478,Public,30.72341481771928,22.432762497939468,26.66670940354181,0.0,201.46299802048696,0
7804,21.72570687103331,2658.605133489439,Personal,13,39,Male,Educated,Single,No,Independent,162,872.715830837177,Public,45.44716452447243,21.944391303925915,206.87196185921428,0.0,996.3344436859528,1
12331,19.932037263801128,2925.3259804923678,Maintenance,28,22,Female,Unknown/Other,Single,No,Dependent,192,648.3236474988286,Public,29.7710650304302,20.84002994094933,38.348520010309954,2722.3314984477493,0.0,0
14231,16.670426489918324,,Maintenance,34,51,Male,Unknown/Other,,Yes,Dependent,280,651.4404823478698,Private,40.93399681103966,22.69205408974293,40.40647893969601,6261.465594246993,1179.4228701243674,0
3942,21.936870529883425,3643.0323754787537,Personal,33,32,Female,Unknown/Other,Married,No,Dependent,43,889.9396358021792,Public,38.82667788528089,28.30202258802863,81.87138976764959,0.0,0.0,1
13416,19.712709941368324,5959.622302469164,Personal,34,41,Male,Educated,Married,Yes,Dependent,235,413.22666229690304,Public,23.659972917431823,20.460368851260448,62.55137080549737,2366.5260411334016,0.0,0
15899,20.476249924784547,3570.319543422625,Personal,9,29,Female,Educated,Married,No,Independent,167,351.96051658012897,Public,31.243023543576623,17.379329432965488,12.073678260393098,0.0,0.0,0
2690,23.745672777654026,4297.030866338179,Personal,27,33,Female,Unknown/Other,Single,Yes,Dependent,386,686.2796018800501,Private,51.44222055918776,24.507390164603606,194.16869414913475,13064.39791010679,972.5748705082608,1
15320,14.954150545936706,,Personal,20,18,Male,Educated,Married,Yes,Independent,189,870.511222173993,,28.021256020516116,22.331976793260772,0.0,0.0,950.4165808845124,0
681,19.251339563644702,,Maintenance,19,68,Female,Educated,Single,No,Independent,175,504.1231806694335,Public,30.991315526671457,18.149180585918995,3.2952938417444955,10018.879125723191,939.5873430396208,0
5569,24.651727486762898,3042.2113146810884,Personal,37,35,Male,Unknown/Other,Married,Yes,Dependent,45,567.1282818321803,Private,22.498737244448087,20.64017311252045,147.59631796569744,13892.089306134298,2397.282070852598,1
16282,20.703942740965232,542.9283566330896,Maintenance,21,33,Male,Unknown/Other,Single,Yes,Dependent,131,551.9145893485763,Private,20.357343355398875,20.28273792729725,47.85400725740128,4551.453905348047,1258.9340385237092,0
11858,22.010799775427245,3417.555083556911,Maintenance,30,38,Female,Educated,Single,No,Dependent,177,939.6667557279504,Private,19.621702119301595,15.638304935229671,56.42454230815581,7824.36720357014,2153.5762234525405,0
4502,24.43067901849782,2036.9506661655005,Personal,24,54,Female,Unknown/Other,Married,Yes,Independent,288,369.6503444859805,Public,40.21582697713684,25.42425512428356,130.55417896936945,0.0,2158.496896396716,1
2213,19.57070761610672,5079.685978423895,Maintenance,21,53,Female,Educated,Single,Yes,Independent,0,544.7371872097834,Private,41.34621135837533,26.995943035680934,170.96373772691334,1276.4750321868892,1750.9360605468487,1
2937,19.673731162565232,5990.274238412047,Maintenance,32,44,Male,Unknown/Other,Single,No,Dependent,117,936.5336948220216,Public,31.022962683013567,18.37205155461401,0.0,14884.631275235275,1642.8442393758576,0
12767,22.70043999510179,3129.4772746956914,Personal,14,31,Female,Educated,,No,Dependent,137,517.8591518703677,Public,27.22977651020113,21.52918629433949,15.609068731609456,10804.981660764191,492.2136176779211,0
8412,17.62477335218763,2150.963186494116,Maintenance,23,42,Female,Unknown/Other,Single,No,Dependent,106,764.226681739482,,29.689757347774915,22.047493895192005,0.0,263.2321428472642,0.0,0
12191,19.61293722022621,5870.176490556403,Maintenance,8,35,Male,Unknown/Other,Single,Yes,Dependent,86,359.4932855065185,Public,33.78776285426814,28.92165715860475,0.0,4151.308043050793,945.831507094541,1
15987,19.18882587715118,1757.4538837106884,Personal,24,37,Female,Educated,Married,No,Independent,20,989.4320377928408,Private,35.60450257451597,20.601703601667385,16.62064376752557,0.0,0.0,0
11235,18.499918821663854,,Personal,21,48,Female,Educated,Married,Yes,Independent,55,617.0994043731735,Public,25.51603370797539,21.22087043349305,29.45957563370909,2484.9461138584657,297.3982507373112,0
6129,21.73696699183133,1672.346449278898,Maintenance,7,36,Female,Unknown/Other,Married,No,Dependent,118,1140.5141923071271,Private,33.27369130842854,19.670398239487675,48.4636792898541,10410.05332093737,55.95072696690045,0
16220,16.051221104953584,3349.8691597417687,Personal,28,42,Female,Unknown/Other,Single,No,Independent,298,590.4556732323801,Public,29.407774561479755,21.553521048914025,103.4949666938219,0.0,424.272339728132,0
279,18.22355784194842,4464.819989025044,Maintenance,20,25,Male,Educated,Single,No,Dependent,112,908.2391351545498,Public,30.93635976236433,23.624107287828057,55.03505991004729,9494.65300388209,434.7139991004524,0
12198,21.27566962340118,2020.509231156593,Personal,40,64,Female,Educated,Single,Yes,Dependent,272,309.97072748775605,Private,31.37463552117796,18.29861653795785,57.04176087617858,0.0,0.0,0
15728,21.49598992301751,2900.754454471927,Personal,10,45,Female,Educated,Single,No,Dependent,0,587.8961483206255,Private,21.507258974278656,23.97210803541168,74.39566178816719,2565.621361511827,1066.3795620721355,1
3858,25.29715765017689,4311.826467024368,Personal,25,33,Male,Educated,Married,No,Dependent,84,763.6761493759695,Public,36.180120856213016,26.08822029959807,1.4411244172826017,10084.758062626865,1416.7108457162155,1
15013,25.001566495297823,,Personal,20,47,Female,Unknown/Other,Single,No,Independent,219,816.7398214267353,Public,37.28604327084322,22.433048312974663,114.557422575341,7955.145083384214,1808.399332556045,1
17114,23.001857238665465,4096.60837543081,Personal,30,38,Male,Unknown/Other,Married,Yes,Independent,75,497.0562569891569,Private,36.45847509453405,26.5456038581591,184.48389106805385,0.0,3358.4949786844136,1
11643,20.511445481358752,2492.786289832384,Maintenance,33,31,Male,Educated,Married,Yes,Dependent,0,120.67763496707266,Public,50.92577198496217,26.32917968628993,60.98251275640097,0.0,0.0,1
6739,20.260642578307,3934.954689443692,Maintenance,21,37,Male,Educated,Married,No,Dependent,42,785.263471447583,Public,27.4319854060692,18.94107380916621,71.7781762966976,6622.61936117344,778.7930925683751,0
11463,22.86348752535295,3170.86589874474,Maintenance,17,50,Male,Unknown/Other,Single,No,Independent,85,498.10348485132886,Public,28.74042404422765,21.99210496477184,17.424024233426135,5494.806214283863,178.16904317575194,0
7583,15.852066738362216,1895.6219313578692,Maintenance,13,70,Male,Unknown/Other,Single,Yes,Independent,155,835.075464642012,Public,26.587230787996475,17.568429600114253,43.86794541716328,6587.750077607057,1980.002994243697,0
16545,20.86847802542496,3217.044138469985,Maintenance,3,61,Male,Educated,Married,Yes,Dependent,215,797.4688259697241,Private,33.10920096429453,19.99855859807673,0.0,0.0,1156.6181115283057,0
14824,25.29700413854857,2726.597935391628,Maintenance,6,49,Male,Unknown/Other,Married,Yes,Dependent,134,263.07439107618467,Private,35.6501903564496,20.707308757487866,20.927332031729428,8043.643876733555,181.21269754660196,1
2994,16.713270625587086,300.0,Personal,47,31,Male,Unknown/Other,,Yes,Independent,63,73.0,Private,37.21556515237917,18.30574141426605,75.52563461551372,0.0,0.0,0
1733,18.50911982781616,3077.3870312533527,Personal,7,22,Female,Unknown/Other,Single,No,Dependent,252,678.0795450440173,Private,32.01654556967058,20.116308793262156,69.97628702514521,5008.139736809237,1023.2765133578748,0
5195,18.153125993784005,982.6642614956492,Personal,17,26,Female,Educated,Single,Yes,Dependent,0,365.1209966717123,Public,36.78566479472271,21.56148670795828,58.2701437530732,4237.501192439853,4528.769062968002,1
9890,18.31913441965133,5327.984688716375,Maintenance,18,36,Female,Unknown/Other,Single,Yes,Dependent,101,949.2609487443945,Private,20.95728839111949,25.74826699086299,0.0,4128.477314436632,530.5564808616658,0
7879,20.557035125032343,1651.9911427037791,Personal,14,28,Female,Unknown/Other,Married,Yes,Independent,244,505.7991772399963,Private,38.22064822030578,19.76826044371869,50.61301591264736,0.0,637.8531543063481,0
14260,24.353533825865004,3069.321774108775,Personal,22,50,Female,Educated,Single,Yes,Independent,79,1064.83728426306,,31.86711538543622,21.548167027145144,0.0,10993.384918631227,1247.3028705190147,0
9616,21.530242845419146,,Maintenance,20,42,Male,Unknown/Other,Married,Yes,Independent,0,831.5433466036435,Private,39.42809015877232,22.24012112812672,142.07433728795905,4939.760372897317,2147.709734588263,1
3877,18.50354739396458,4484.608342294097,Personal,36,23,Male,Educated,Single,No,Dependent,2,605.638829211368,Public,30.675047984107376,21.47698428398603,51.83184642837926,5323.413117933681,292.29442867350014,0
7518,18.724299212216287,3122.487440896733,Maintenance,41,49,Male,Educated,Married,Yes,Independent,68,1063.6143111633046,Private,30.10221196820985,19.210999952772816,3.63812795430178,0.0,0.0,0
13871,24.61861761523337,4535.008304261759,Maintenance,19,37,Female,Unknown/Other,Single,No,Independent,4,411.0570586000554,Private,47.63680376600381,24.60527212355571,0.0,550.5199409940597,3265.9010603436645,1
6452,19.166816038715933,3194.1645209764856,Personal,27,49,Female,Unknown/Other,Married,Yes,Dependent,239,660.0992952068433,Private,33.06637217090336,20.62458452124085,0.0,4246.923660889314,1282.4705402872737,0
10368,24.74804945146985,4668.718344999908,Personal,23,52,Female,Educated,Married,No,Dependent,98,209.95736451377508,Private,34.48493456873733,28.515557179424675,111.03607363297644,1612.6200339093084,58.34090264165695,1
16463,19.190759450407263,2949.965686395384,Personal,25,57,Male,Unknown/Other,Married,Yes,Dependent,116,617.2384907277973,Private,26.893392064272508,18.544862232291813,93.665563454945,5316.327123047164,0.0,0
13209,18.1613011827644,2705.940665252822,Personal,10,38,Male,Educated,Married,No,Independent,0,507.902667434333,Private,25.978389046567496,20.833608779543408,55.53841438382527,14864.832321844387,992.890071332529,0
15957,15.115819566637144,2961.3624920653,Maintenance,26,41,Female,Unknown/Other,Single,No,Independent,67,978.1720569555162,Private,22.002542735211563,21.93085751194941,94.67352612799723,2527.2879439033204,0.0,0
6564,19.26686650792951,,Maintenance,31,41,Female,Educated,Married,Yes,Dependent,235,681.8033461032927,Private,31.609669808660605,19.470469565654728,115.90654403580912,0.0,2045.599194290156,0
11322,20.15489967574479,3476.30457576709,Maintenance,27,18,Female,Unknown/Other,Married,Yes,Dependent,66,983.0785443392816,Public,25.27491720376939,20.99669247858772,126.56037177979324,9521.447890481704,0.0,0
7578,20.63062768886971,3617.187400550593,Personal,8,46,Female,Educated,,No,Dependent,0,1133.137088940719,Public,38.34785365131464,30.941968523240035,0.0,9159.630042645258,0.0,1
8036,20.60493299840011,3054.316093552031,Maintenance,29,26,Male,Unknown/Other,,Yes,Dependent,80,578.7048745489135,,28.73144707599196,20.46679639320487,0.0,16404.590923555435,1772.850207000035,0
2442,22.2903786548702,3455.2320776267493,Personal,36,29,Male,Educated,Married,No,Dependent,210,807.3424589361799,Public,29.938986095867065,21.712690628020727,33.39637854214803,0.0,283.6187527770899,0
3901,19.31482942253718,3084.434947866081,Maintenance,28,36,Female,Educated,,Yes,Independent,43,784.7211593237132,Public,28.5704614436888,21.64054036702009,0.0,2095.6979772024088,2442.4837737725456,0
16795,16.611890257193114,3182.0554123970505,Personal,31,28,Male,Unknown/Other,Single,No,Independent,0,520.0862126279471,Private,27.878523561112864,20.67634746828904,66.9772685010518,0.0,16.392335800426054,0
10482,20.771378963774684,6129.769430267954,Maintenance,25,19,Male,Unknown/Other,Single,No,Dependent,99,947.9093464336418,,27.821214721811977,20.557805610466797,11.806246308434387,0.0,3523.114885327152,1
122,22.286020152220782,2508.781041709789,Maintenance,29,22,Female,Educated,Single,Yes,Dependent,182,753.958985497131,Private,36.05647620265626,18.54955681567804,0.0,11896.824214542215,1706.034892552881,0
10915,17.339867196447496,2916.5506255306027,Personal,40,35,Male,Unknown/Other,,Yes,Independent,266,598.2626343078207,Private,27.738931950224675,20.221979716043787,52.52133678492163,266.59941943277227,1822.418544901247,0
11549,21.47731633309081,2442.73466964257,Maintenance,35,37,Male,Unknown/Other,Single,Yes,Independent,62,1100.532156902202,Private,40.72844909588993,25.56408033218644,63.55612996087419,2819.220945007361,0.0,1
16250,19.506646176250086,2437.927425302211,Personal,6,52,Male,Unknown/Other,Married,Yes,Independent,264,733.3848990002723,Public,35.060888179636265,21.447658415094317,0.0,4573.509926671931,0.0,0
3347,18.834780211541933,4742.70272638158,Personal,18,56,Female,Educated,Single,Yes,Independent,244,826.7540256959019,Private,35.340006180004366,20.47590511218915,34.541926667669834,900.0312632746732,0.0,0
6699,17.51334221330081,3896.2896245355073,Maintenance,26,54,Female,Educated,Single,No,Independent,393,162.33393630900565,Private,30.87068677926431,19.0360167356858,97.43700013238325,0.0,1238.9781614294452,0
9940,22.255916942918496,544.6342859810766,Maintenance,26,38,Male,Educated,Married,No,Dependent,123,881.6125367297983,Public,37.19106305070884,21.360917322020136,52.926755078684266,11501.592148971737,0.0,1
14744,20.4795971531756,300.0,Maintenance,20,48,Female,Unknown/Other,Single,No,Dependent,0,504.123635012908,Public,27.75991896572754,21.781297311128583,0.0,1754.7556297557885,169.45961621388926,1
6649,17.9195140223465,3668.271104747509,Maintenance,35,29,Male,Unknown/Other,Married,Yes,Dependent,0,376.2032884641185,Public,29.415666571490902,17.70848460080283,11.743912602202023,2096.0392497407456,1558.1122176777444,0
15141,20.941173903135518,2575.1604097311174,Maintenance,38,42,Female,Unknown/Other,Married,Yes,Independent,40,532.7710655682008,Public,29.649525305787087,17.791801817454694,23.57384333375761,3571.737042214994,215.3539270248434,0
8337,21.848948936018605,4386.11318256572,Personal,33,29,Male,Educated,Single,Yes,Dependent,142,753.0905354772774,Private,13.313290872868231,20.213309975594957,80.08285920740704,8374.452770271604,2003.094854521486,0
1695,16.185536778760888,4479.5968456031005,Personal,26,42,Male,Unknown/Other,Married,No,Independent,60,1217.9563317915793,Private,24.801787131854173,22.080878260582843,46.65724057679295,1186.076859229649,894.6917795581589,0
4902,19.27101251056638,3012.155625465977,Maintenance,11,43,Male,Unknown/Other,Married,No,Independent,58,673.6490558706589,Private,24.76143203141425,21.57441341315884,0.0,0.0,1968.0192268138871,0
2412,27.699818753362457,1356.5412491466782,Personal,27,43,Female,Unknown/Other,Married,Yes,Dependent,126,469.2639480423199,Private,43.21631929287208,25.136140373662816,174.0474753550444,4928.753533935264,271.78377001382086,1
12899,18.14253919750883,5227.985321328166,Personal,38,48,Male,Educated,Single,Yes,Dependent,111,341.13719522114866,Private,29.263715724724428,17.074275718983586,26.173041279566657,9717.533022565993,0.0,0
831,17.662330535454572,2765.837685302779,Personal,29,51,Male,Educated,Single,No,Independent,193,963.1853827401594,Private,36.593983338951205,22.59914123653568,43.63269987025039,9452.03247813259,337.7246661706801,0
14816,18.296006147506585,3054.589756684564,Maintenance,14,50,Male,Educated,Married,Yes,Dependent,0,235.4990722768856,Public,27.50228446923965,20.267749074352597,11.747869422661688,4247.879430227292,697.0537949723984,0
5167,17.11636622975854,3524.924131233887,Personal,20,41,Male,Educated,,Yes,Independent,192,725.9546303057807,Private,25.11196473624689,18.70396505577268,60.4595510666775,0.0,0.0,0
13437,15.858602209774707,300.0,Personal,18,36,Female,Unknown/Other,Married,Yes,Dependent,200,688.7202077113981,Private,21.829144987195985,19.079180082705506,23.02107418615152,8411.921278915332,2035.419783818149,0
3673,21.48081588997249,2376.4716053597026,Maintenance,20,76,Male,Unknown/Other,Single,Yes,Independent,192,98.07527209739852,Private,31.837058910814804,23.06080644046708,23.44332222354891,4603.364825451125,0.0,0
13554,16.130082590144646,2565.535986684093,Personal,12,48,Female,Educated,Married,No,Independent,174,741.7415740494002,Public,31.390261903601257,16.884008044163057,0.0,5169.19168869692,0.0,0
